macro,x,y,z,name,description,race
"cluster_403_macro",-75000000,0,77940000,"Wretched Skies","A lawless system on the outskirts of Patriarch Zyarths dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.<br><br>The extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarchs attention.","split"
"cluster_400_macro",-60000000,0,86600000,"Wretched Skies","A lawless system on the outskirts of Patriarch Zyarths dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.<br><br>The extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarchs attention.","split"
"cluster_408_macro",120000000,0,34640000,"Thuruk's Demise","Previously known as Thuruks Beard, after the legendary Patriarchs infamous facial hair, this system used to be home to a large slave colony. The planet-bound colony was first founded in the days of the first unified space-faring Split Empire by Thuruk himself, but would only really rise to importance under Patriarch Chin tThhg. The thriving outpost provided the Split with ample workforce and raw resources, and had a significant impact on their military capabilities. During the Gate shutdown and Patriarch Rhonkars abject failure to hold his empire together, the system quickly became a haven for the Free Families, who were looking to distance themselves from the Split feudal institution. Control over this system allowed Family Tkr to rise to prominence.<br><br>Shortly before tensions between Patriarch Zyarth and the rebellious Free Patriarchs escalated into open conflict, a catastrophic explosion devastated the planet, eradicating the colony and halting production on the outpost completely. Who was responsible for the disaster, as well as the exact cause of the event, is as of yet unknown. All the prevailing theories share in common that a weapons production facility was the epicentre of the explosion. However, several plausible alternatives exist: either the facility exploded due to negligent maintenance workers, a slave revolt got out of control, targeted sabotage from political opposition, or an experimental, high-powered projectile was launched from outside the stratosphere.","split"
"cluster_407_macro",120000000,0,51960000,"Family Tkr","Home of the Family Tkr, who have long been held in low esteem by other Split families. They were held responsible for an incident on their shipyard, which left over five hundred Split dead in its wake. This caused a loss of honor, and the other families quickly turned their backs. Additionally, the destruction of the shipyard left their economy crippled. They would have faded away, were it not for the Patriarch of all Split at the time recognising the value of an indebted and fragile family in close proximity to Teladi systems. The Family Tkr was offered protection from the other families by the Patriarch as long as they supplied him with slaves and resources from outside Split space. Split politics are a chaotic affair, and the historic records are muddled, but some scholars have proposed theories that the shipyard incident might not have been an accident, but targeted sabotage, to keep an ambitious family in line.<br><br>More recently, Patriarch Zyarth has made significant efforts to fold Family Tkr back into his empire. He recognised that despite their lowly status they are a still an important factor in the Split hierarchy, and losing their support would shake up the fragile dynamics of power.","split"
"cluster_409_macro",135000000,0,60620000,"Tharka's Ravine","This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.<br><br>Tharkas Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.","split"
"cluster_410_macro",150000000,0,69280000,"Tharka's Ravine","This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.<br><br>Tharkas Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.","split"
"cluster_411_macro",150000000,0,86600000,"Heart of Acrimony","A system of great significance to the Free Families. While they have made an effort to distance themselves from the imperialist patriarchal structures of old, the Free Families still hold with the tradition of honouring their fallen Patriarchs. In a show of deference, they host a funeral procession, which is usually only attended by family members and most distinguished guests. At the culmination of the ceremony, a funeral ship is sent through an otherwise deactivated accelerator.<br><br>Due to its relative distance to the Zyarth Patriarchy, this system is also a gathering place for various factions opposed to Zyarths patriarchal rule.","split"
"cluster_405_macro",45000000,0,95260000,"Zyarth's Dominion","This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkars aid, quickly succumbed to the isolation.<br><br>Upon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarths Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkars Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.","split"
"cluster_406_macro",45000000,0,112580000,"Zyarth's Dominion","This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkars aid, quickly succumbed to the isolation.<br><br>Upon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarths Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkars Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.","split"
"cluster_404_macro",30000000,0,103920000,"Zyarth's Dominion","This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkars aid, quickly succumbed to the isolation.<br><br>Upon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarths Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkars Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.","split"
"cluster_418_macro",30000000,0,86600000,"Family Nhuut","This sector is the home to Family Nhuut, a very powerful family that has risen to prominence only recently. They are notable for displaying a very militaristic and expansionist attitude, even for Split standards. They ruthlessly take over smaller families, and fold them into their own military, which is ceaselessly growing. Patriarch Zyarth has arranged an uneasy alliance with Nhuut, and heavily relies on their military backing to scare the smaller families into obedience. Many wonder if Zyarth would be able to reign in the Nhuut Family should these underlying tensions ever explode to the surface, or if his reckless reliance on them as his enforcers might lead to his undoing.","split"
"cluster_419_macro",45000000,0,77940000,"Open Market","Open Market  is a system which accommodates some of the most remote trading outposts of the Teladi Company. The traders who made this system their home, are notoriously tough, and ruthless. This can be attributed to their close proximity to the Split families, and the lawlessness and piracy surrounding them. When Jump Gates shut down, the Teladi in this system were left to their own devices, and their conduct shifted further away from that of the regular Teladi Company. In order to survive the isolation, they increased trade with the Split and tailored their supply to the Splits needs for labour. Upon reconnecting with the larger Commonwealth, many Teladi from outside the system voiced their unease about their connection to the slave trade.","teladi"
"cluster_420_macro",60000000,0,69280000,"Two Grand","This bustling system used to be crucial to the Teladi Companys expansionist efforts. It supported the passing Teladi ships on their way to more remote systems. However, after the Gates shut down and colonisation efforts took a back seat to survival, the Teladi inhabiting the system shifted their attention towards their second pillar of industry: The systems moon had long been a survival training ground for the Companys Profit Protection troops. The troops administration received more research funding, and recruitment efforts were increased significantly.<br><br>This measure was taken first and foremost to ensure the system could defend itself against any possible outside threat, but after the Gate Realignment, these troops were on the front lines of exploring and claiming systems for the Teladi Company.","teladi"
"cluster_416_macro",75000000,0,95260000,"Guiding Star","Initially, the Argon Federation rushed to claim this system for its resources in anticipation of a potential conflict with the Terran Navy. At first, the colonists were weary of the vulnerability their remote position brought with it, but since those early stages of settlement, they managed to developed a sizeable industry, capable of sustaining and defending the system despite the distance to the heart of the Federation.<br><br>This self-reliance would prove critical when the Jump Gates disrupted the exchange of supplies between Guiding Star  and the rest of the Federation. It also gave the colonists a fighting chance against Split families looking to gain a foothold in the system and enslaving its inhabitants.","argon"
"cluster_417_macro",75000000,0,129900000,"Eleventh Hour","An outpost colonised by the Argon refugees who got cut off from the Federation when the Jump Gates ceased to function. Its proximity to Split territory, small size, and its inherent vulnerability, make it a primary target for any Split family looking for easily obtained slave labour. Since the realignment, those Argon citizens who have not yet been captured or killed by the Split have widely started fleeing the system, looking towards the stability and security the Argon Federation can provide them. Many of these refugees are forced to leave behind everything they possess when they set out for safety. Only very few stoic or brave pioneers remain behind to face the encroaching Split.","argon"
"cluster_421_macro",120000000,0,69280000,"Fires of Defeat","This system has always represented a passage to the Split empire, due to it being the access point to various important families. Ever since the time of Emperor Thuruks reign, generations of Split have spilled blood in attempts to gain or hold control over the system. Most recently, it has become the main theatre in the conflict between Patriarch Zyarth and the Free Families. When the Gates reconnected, the Free Families turned this system into its first line of defence against Zyarth. Patriarch Zyarth, however, is pushing into that space, and recently won a historic battle, delivering a crippling blow to the Free Families.","split"
"cluster_422_macro",-90000000,0,86600000,"Wretched Skies","A lawless system on the outskirts of Patriarch Zyarths dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.<br><br>The extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarchs attention.","paranid"
"cluster_423_macro",-120000000,0,86600000,"Litany of Fury","After the shutdown of the Jump Gates, the isolated Paranid in this region of space believed themselves outcast and cursed for some cardinal sin, and learned to shun the place that, legend had it, housed the Pontifexs lingering wrath. Only the most devout of the priesthood regularly wandered into the vicinity of the fiery blasts to commune with the Pontifexs presence and receive holy visions of the last moments before their peoples violent separation from the rest of the empire. Upon returning from their journeys of deep and troubled contemplation, they would endow gracious gifts upon their brethren: long forgotten rituals and reconstructed holy writs from the old days, which the inward-looking parishes would invoke for their own protection. However, this delicate arrangement was overthrown when an increased frequency of Xenon incursions began disturbing the pilgrimages to sacred communion. With no voice to guide them, the parishes had no choice but to band together and flee through the Litany of Fury, as out of crimson skies a gate appeared that led them back into the fold of their long-lost brethren. They soon found that, in contrast to the Gate network, the empire had never unravelled, and that Priest Emperor Xaar would require their utmost dedication to defend these farthest reaches of the realm against the incursion.","paranid"
"cluster_412_macro",165000000,0,60620000,"Tharka's Ravine","This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.<br><br>Tharkas Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.","split"
"cluster_413_macro",180000000,0,69280000,"Tharka's Ravine","This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.<br><br>Tharkas Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.","xenon"
"cluster_414_macro",-30000000,0,121240000,"Rhy's Defiance","This system used to be the home of the venerable Family Rhy. Patriarch Rhy was a proud and respected ruler who kept his subjects in line throughout the isolation brought upon them by the Gates shutting down. He maintained a tight network of allies, the most notable of which was the Patriarch of all Split, Rhonkar, whom Rhy served as a spymaster in his expansionist campaigns. Rhy could trust his patron to keep the other Split families from making moves against him. This secure situation changed considerably when the Gates reactivated again, and Rhy found himself in close proximity to Xenon territory.<br><br>He reached out to Rhonkar for help, but he soon realised that he was on his own. Patriarch Zyarth had overthrown Rhonkar and was looking to establish himself as the uncontested ruler of Split society. He offered Patriarch Rhy a helping hand, but only under the condition that he subject himself to Zyarth rule. The proud Patriarch refused the offer. Instead, he mounted a final defence against the encroaching Xenon invaders. Some Split subjects fled the system, looking to join the newly established Free Families, but most stood their ground until the very end.","xenon"
"cluster_415_macro",-15000000,0,129900000,"Matrix #598","The Xenon presence in this system has long been the source of conflict within Split society. Opinions on how to deal with them differ widely between Patriarchs. Some welcome the challenge of battling such a viciously dangerous foe; others are frustrated at the fact that it seems impossible to win the war and eradicate the self-replicating machines in their entirety. They hold the belief that there is no honour in killing a thing without consciousness. Patriarch Zyarth recognises the Xenon in this system as a tool to put pressure on other Patriarchs and secure their obedience. Additionally, his vast experience in engaging the Xenon proved helpful to him when the time came to subjugate his rival Patriarchs in combat.","xenon"
"cluster_424_macro",-135000000,0,95260000,"Emperor's Pride","Once, this system was known as a shining example of the Split civilisations determination and wealth. It used to be the most remote frontier of Emperor Thuruks domain. Despite its considerable distance from the rest of the Split systems, the Split colonising this space were able to build up a truly special and impressively wealthy community, in which they shared their riches freely. They made Emperors Prides  lush, green planet their home. Perhaps it was the great distance to Thuruks Empire that made them grow peaceful and complacent. Eventually they made an effort to keep out of the other families petty conflicts. <br><br>Their dropped guard, and distance to the greater Split realm, would ultimately be their undoing, when Paranid hard-line religious fanatics invaded the system in pursuit of its abundant resources. They drove out or killed all of the Split colonists. But, as is so often the case, these invaders, too, were not meant to last. Shortly before the Gate Shutdown, they were unexpectedly besieged by Xenon forces, and when the Godrealm of the Paranid was finally able to re-establish a connection, the scouts found the system devoid of their brethren.","xenon"
"cluster_425_macro",135000000,0,95260000,"Heart of Acrimony","A system of great significance to the Free Families. While they have made an effort to distance themselves from the imperialist patriarchal structures of old, the Free Families still hold with the tradition of honouring their fallen Patriarchs. In a show of deference, they host a funeral procession, which is usually only attended by family members and most distinguished guests. At the culmination of the ceremony, a funeral ship is sent through an otherwise deactivated accelerator.<br><br>Due to its relative distance to the Zyarth Patriarchy, this system is also a gathering place for various factions opposed to Zyarths patriarchal rule.","unknown"
"cluster_100_macro",-150000000,0,0,"Sol","No information available","terran"
"cluster_101_macro",-165000000,0,8660000,"Sol","No information available","terran"
"cluster_102_macro",-180000000,0,17320000,"Sol","No information available","terran"
"cluster_104_macro",-165000000,0,25980000,"Sol","No information available","terran"
"cluster_106_macro",-180000000,0,34640000,"Sol","No information available","terran"
"cluster_107_macro",-165000000,0,-25980000,"Sol","No information available","terran"
"cluster_108_macro",-180000000,0,-34640000,"Sol","No information available","terran"
"cluster_109_macro",-195000000,0,-43300000,"Sol","No information available","terran"
"cluster_110_macro",-180000000,0,-51970000,"Sol","No information available","terran"
"cluster_111_macro",-195000000,0,-60620000,"Sol","As humanitys original home, this system holds a unique place in the hearts of those who still live there. In the time since humankind first threw off the shackles of Earths gravity, the Sol system has been meticulously explored and mapped out. The majority of the system was gradually made accessible through a vast array of accelerators, connecting even the remote outer planets. These enabled colonists to settle further and further from Earth, and soon most of the Sol system was claimed.<br><br>Thanks to the systems size, and the explorers surveying efforts, the inhabitants of the Sol system have access to an abundant supply of natural resources, giving them complete autonomy. Being already mostly self-sufficient, the inhabitants of Sol did not struggle much in the isolation brought on by the Jump Gate shutdown.<br><br>While the orbits of most planets have been populated, Mars, along with Earth and the Moon, are the most densely populated settlements. As a result, Sols cultural and political landscapes revolve heavily around these three locations, and the Terran people are extremely protective of what they perceive to be the core of their system.","terran"
"cluster_112_macro",-75000000,0,43300000,"Savage Spur","This system was once heavily infested by Khaak, and so remained mostly uninhabited apart from the occasional Paranid explorer who dared to encroach. Due to its secluded nature, the system was also rumoured to be a haven for ruthless pirates who tried to avoid outside scrutiny. Shortly before the Jump Gates shut down, a sizeable Xenon fleet entered the system and began decimating the Khaak presence. It is entirely plausible that unsuspecting pirates were caught in the crossfire and found themselves trapped in close proximity to the Xenon, unable to escape. One can only wonder how long they held out before they perished.","xenon"
"cluster_113_macro",-105000000,0,-60620000,"Segaris","During the Second Terraformer war, the people of Terranova fled their planet after the Xenon wreaked havoc on the ecosystem and made it unable to sustain life. Oddly, the Xenon attacks did little damage to the man-made structures there, and much of New Portsmouth, Terranovas principle settlement, was preserved. Many artefacts of daily life were left behind by those fleeing the planet at short notice.<br><br>Now, the Segaris Pioneers are looking to reclaim Terranova for themselves, hoping that the artificial structures of New Portsmouth may offer some shelter from the harsh planetary environment. Alongside the debris and household items, many scientific and technical instruments were left behind, and the Pioneers hope to salvage and repurpose them for their own goals.","terran"
"cluster_114_macro",-120000000,0,-69280000,"Gaian Prophecy","Gaian Prophecy was first discovered by Pioneer Initiative explorers venturing out of Brennans Triumph. Soon after its discovery, it became a refuge for those Segaris Pioneers who were looking for a relatively secluded place to settle; this location fit the bill, as it was the only system in their territory which did not directly border any of the other established factions. More recently, as trade relations between the Antigone Republic and the Terran Protectorate have stabilised, the system has registered an increase in trade ships passing through on the way to their destinations.<br><br>The name of the system derives from its principle planet, Sutton, on which Pioneer scientists were able to observe many of the basic conditions that make colonisation possible. Initially, many Pioneers had hoped they had found a new home for their people on this Earth-analogue, but settling the planet turned out to be a much greater challenge than expected.","terran"
"cluster_115_macro",-135000000,0,-60620000,"Brennan's Triumph","Originally connected to Earth via a Jump Gate, Brennans Triumphs most significant planet, Taurus, was the first planet outside the Sol system to be colonised by human explorers. When they lost contact with Earth, most of these settlers would eventually travel further into the gate network to establish a government in Argon Prime.<br><br>After the systems invasion and the tragic razing of Taurus during the First Terraformer War, the surviving colonists fled, leaving the system uninhabited. When the Xenon were pushed out of the system, Brennans Triumph became a haven for piracy - most notably the organised slave trade - much to the dismay of the Argon Federation, who repeatedly attempted to put an end to this criminal activity. While the Argon Federation failed to regain control of the system, the Jump Gate shutdown would prove disastrous for the resident pirate groups. Since their economy relied exclusively on raiding neighbouring system, it completely collapsed when those systems became inaccessible.<br><br>When the Terran government established a new connection between Neptune and Brennans Triumph, they sent the Pioneer Initiative in to colonise the system. Now, the Segaris Pioneers are happy to have claimed it for themselves, despite its troubled history.","terran"
"cluster_116_macro",-210000000,0,-69280000,"Sol","No information available","terran"
"cluster_500_macro",0,0,17320000,"Avarice","Some time before the Jump Gate shutdown, the Avarice system was sold by its original owner, a Teladi business, because it turned out to be a poor investment. The new owner, a company which acquired it comparatively cheaply, initially managed to turn a profit from this unexceptional system. After the network shut down, however, the company was unable to trade with other systems, and soon fell apart. Its assets were redistributed to help the people of Avarice cope with their new situation.<br><br>Nowadays, the systems most outstanding, and devastatingly dangerous, feature is the Tide phenomenon. This first manifested itself in the year 800 (NT), and brought with it an increase in stellar output. This first Tide occurred without prior warning and caught the Riptide Rakers unawares, decimating large parts of their population and leaving chaos in its wake. The people of Avarice would eventually learn how to endure the destructive force, but it remains ever-present. Life has adapted to the extraordinary phenomenon, with the inhabitants even learning to use the increased solar output to power efficient recycling systems and fuel their unique economy. Although the Riptide Rakers do trade with other groups, visitors from outside the system are a fairly rare occurrence, deterred by both the Tide phenomenon and the need to travel through pirate-infested space to reach Avarice.","argon"
"cluster_501_macro",0,0,34650000,"Windfall","Even before the Jump Gate shutdown, the Windfall system was renowned for being home to some of the most affluent communities in the network, including captains of industry and the upper classes. These people were initially drawn to Windfall, and established their luxurious residences here, partly because it was an autonomous system connected to both Teladi and Argon space, but also to take advantage of its unique and attractive vistas. Their immense wealth came with a considerable amount of political influence. As a result, the elites inhabiting the system managed to avoid conforming to regulations or paying taxes, while still maintaining good relations with, and easy access to, both neighbouring markets. Since these communities were incredibly wealthy, they could also afford to hire private security forces to keep piracy at bay. Gambling and other indulgences were commonplace, and the system developed an extensive leisure industry.<br><br>When the connection between Windfall and its surrounding systems was severed, the community that had formed wanted for nothing. They had food and money aplenty, and while the resources in the system were not well suited for maintaining large scale industry, that was not an immediate concern. Cut off from any potential outside danger, they lived a life of luxury, and every station was a haven of arts and culture, clubs and casinos. Although these communities were now safe from outside threats, these luxury industries had generated a seedy underbelly that had long attracted all sorts of disreputable people, and an infection was festering from within. Isolated, with nothing but time and money on their hands, it was not long before rogue security forces, small time crooks, and racketeers of all sorts, fought over control of these stations and their markets. The most prominent of these organisations would eventually become the Vigor Syndicate, which presided over Windfalls descent from an unregulated haven of the arts into a lawless, vicious place.","argon"
"cluster_502_macro",-15000000,0,25980000,"Windfall","No information available","argon"
"cluster_503_macro",-15000000,0,8660000,"Windfall","No information available","argon"
"cluster_504_macro",15000000,0,8660000,"Unknown System","No information available","argon"
"cluster_601_macro",-150000000,0,43300000,"Watchful Gaze ???", "No information available","boron"
"cluster_602_macro",-150000000,0,43300000,"Barren Shores", "No information available","boron"
"cluster_603_macro",-150000000,0,43300000,"Great Reef", "No information available","boron"
"cluster_604_macro",-150000000,0,43300000,"Ocean of Fantasy", "No information available","boron"
"cluster_605_macro",-150000000,0,43300000,"Sanctuary of Darkness ???", "No information available","unknown"
"cluster_606_macro",-150000000,0,43300000,"Kingdom End", "No information available","boron"
"cluster_607_macro",-150000000,0,43300000,"Rolk's Demise", "No information available","boron"
"cluster_608_macro",-150000000,0,43300000,"Atreus' Clouds", "No information available","boron"
"cluster_609_macro",-150000000,0,43300000,"Menelaus' Oasis", "No information available","boron"
